mode,load,0_alexnet-8,1_efficientnet_b5-2,2_resnet101-2
mps-uncap,0.8,1.817655563354492,15.96081256866455,10.001277923583984
mps-uncap,0.9,1.706838607788086,16.020989418029785,9.711313247680666
mps-uncap,1.0,1.6705989837646484,16.053247451782227,9.629321098327637
mps-uncap,0.5,2.0888566970825195,15.953207015991213,10.262131690979004
mps-uncap,0.6,2.191781997680664,15.969324111938477,10.179328918457031
mps-uncap,0.7,2.05075740814209,16.746044158935547,10.554790496826172
mps-uncap,0.1,2.2912025451660156,27.25839614868164,20.39783000946045
mps-uncap,0.2,2.0407676696777344,18.211984634399414,15.98052978515625
mps-uncap,0.3,2.096891403198242,17.366456985473633,12.057805061340336
mps-uncap,0.4,2.1306753158569336,16.754865646362305,10.588407516479492
