mode,load,0_vgg13-8,1_vgg13-8,2_vgg13-8,3_vgg13-8
mig,0.1,14.95051383972168,15.018463134765625,15.053057670593262,29.212379455566406
mig,0.2,14.940381050109863,14.993572235107422,15.014410018920898,29.194951057434082
mig,0.3,14.907407760620117,14.943122863769531,14.980220794677734,29.15174961090088
mig,0.4,14.876294136047363,14.9322509765625,14.96744155883789,29.14597988128662
mig,0.5,14.871358871459961,14.933061599731445,14.962911605834961,29.175996780395508
mig,0.6,14.912199974060059,14.961957931518555,14.996719360351562,29.250812530517578
mig,0.7,15.020442008972168,15.066385269165039,15.102434158325195,29.456615447998047
mig,0.8,15.190601348876953,15.236377716064453,15.265130996704102,29.75785732269287
mig,0.9,15.311241149902344,15.369391441345215,15.413498878479004,30.020952224731445
mig,1.0,15.377998352050781,15.4266357421875,15.455484390258789,30.118250846862793
