mode,load,0_vgg13-8,1_vgg13-8,2_vgg13-8,3_vgg13-8
mig,0.1,49.53576509530489,52.50063360290831,48.31015893763786,26.24005890395354
mig,0.2,99.02674211745541,94.14387847726144,110.09854522080116,52.27831425680313
mig,0.3,148.18336157668404,154.25161649936823,156.40864881101993,76.24907470132509
mig,0.4,205.1003804381542,199.77014190762168,203.10278626221796,100.19158759334891
mig,0.5,260.80571982101725,251.3570091636739,253.60558818022344,129.49459774689714
mig,0.6,296.89148854017674,302.14911777997213,308.17702314288175,156.93777780918484
mig,0.7,364.18798386075133,348.75614433645177,359.48058114550753,180.13698290816515
mig,0.8,416.1711208065951,402.0294264387476,409.6455402509209,207.80438119293774
mig,0.9,440.30289646244546,460.30197098055487,462.9708540748094,239.92744394636864
mig,1.0,513.6819510280391,506.626038316251,508.73295023585666,260.59749919347894
