mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-32,2_squeezenet1_0-2,3_vgg13-32
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0
