mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-32,2_squeezenet1_0-2,3_vgg13-32
mps-uncap,1.0,1104.4327549238867,1132.8736237156709,116.29024550699882,1693.871969371234
