mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-32,2_squeezenet1_0-2,3_vgg13-32
mps-uncap,1.0,0.000476837158203125,0.010251998901367188,0.0050067901611328125,0.003337860107421875
