mode,load,0_vgg13-16,1_mobilenet_v3_large-8,2_vgg19-16
mps-uncap,0.6,45.11033058166489,199.17189121246335,55.04637956619263
mig,0.6,83.55849266052246,27.713947296142575,339.34286594390886
mps-uncap,0.7,49.45456504821771,7577.087354660034,63.76142501831052
mig,0.7,136.18943691253662,35.391607284545906,311.49641036987305
mps-uncap,0.8,61.06021404266358,23058.739161491394,63.59853744506834
mig,0.8,224.57697391510004,48.189115524292,335.02557992935186
mps-uncap,0.9,84.24956321716309,36845.06125211716,87.44407415390013
mig,0.9,347.5455379486084,167.29507446289068,651.0565495491029
mps-uncap,1.0,129.71644878387465,49446.86824321747,109.82438325881952
mig,1.0,1833.9758682250977,830.8707427978516,3050.478014945984
mps-uncap,1.1,129.2258071899412,58106.678133010864,129.61235523223883
mig,1.1,8404.703991413116,9445.721688270569,10061.344332695007
mps-uncap,1.2,235.3243541717529,65883.23279619217,142.8712701797484
mig,1.2,15367.783255577087,12757.0303440094,12453.735423088072
mps-uncap,1.3,1349.796767234802,74236.66100502014,236.2175393104566
mig,1.3,19464.54045295716,19154.706254005432,21953.836166858673
