mode,load,0_vgg13-16,1_mobilenet_v3_large-8,2_vgg19-16
mps-uncap,0.6,0.018358230590820312,23.851633071899414,0.019311904907226562
mig,0.6,5.401611328125,2.188444137573242,12.611150741577148
mps-uncap,0.7,0.018358230590820312,4341.194152832031,0.018596649169921875
mig,0.7,14.197349548339844,3.761172294616699,27.0693302154541
mps-uncap,0.8,0.020503997802734375,11889.84751701355,0.018358230590820312
mig,0.8,24.608850479125977,6.012916564941406,50.69112777709961
mps-uncap,0.9,4.293203353881836,19320.606350898743,0.019073486328125
mig,0.9,46.41270637512207,14.487028121948242,81.90727233886719
mps-uncap,1.0,8.292675018310547,26248.750686645508,0.12278556823730469
mig,1.0,348.9995002746582,528.3999443054199,418.6890125274658
mps-uncap,1.1,12.639999389648438,29921.287417411804,6.963253021240234
mig,1.1,3320.792555809021,4676.315903663635,5535.918474197388
mps-uncap,1.2,23.659467697143555,29885.868191719055,11.77072525024414
mig,1.2,7287.511467933655,6327.113628387451,5773.892641067505
mps-uncap,1.3,311.33079528808594,34960.052847862244,22.441625595092773
mig,1.3,9348.04081916809,9334.568977355957,10213.213801383972
