mode,load,0_densenet169-32,1_inception_v3-2,2_squeezenet1_1-16
mps-uncap,0.8,20.478010177612305,4.810333251953125,2.027750015258789
mps-uncap,0.9,20.59626579284668,4.825353622436523,2.0322799682617188
mps-uncap,1.0,20.55668830871582,4.683256149291992,2.0296573638916016
mps-uncap,0.5,20.407438278198242,4.7607421875,2.0356178283691406
mps-uncap,0.6,20.421266555786133,4.763126373291016,2.048015594482422
mps-uncap,0.7,20.282745361328125,4.746675491333008,2.0346641540527344
mps-uncap,0.1,20.45130729675293,4.7397613525390625,2.0513534545898438
mps-uncap,0.2,20.337820053100586,4.919290542602539,2.049684524536133
mps-uncap,0.3,20.318031311035156,4.809141159057617,2.0384788513183594
mps-uncap,0.4,20.339488983154297,4.775285720825195,2.0477771759033203
