mode,load,0_densenet169-32,1_inception_v3-2,2_squeezenet1_1-16
mps-uncap,0.8,182.65174150466885,59.974849224090576,28.457632064819347
mps-uncap,0.9,452.51960039138805,162.26140499114993,144.903757572174
mps-uncap,1.0,581.1501097679135,331.95845603942877,159.05478000640858
mps-uncap,0.5,78.9651298522949,30.76394557952878,13.023705482482914
mps-uncap,0.6,94.4044685363769,34.533815383911126,16.31232976913448
mps-uncap,0.7,168.76504421233997,43.0990219116211,25.328922271728537
mps-uncap,0.1,37.02422142028805,19.697179794311523,6.8457126617431605
mps-uncap,0.2,46.11868858337401,25.041847229003913,7.676928043365478
mps-uncap,0.3,54.00098085403444,25.861220359802246,9.683027267456048
mps-uncap,0.4,72.1331119537352,31.27539634704588,11.233768463134767
