mode,load,0_densenet169-32,1_inception_v3-2,2_squeezenet1_1-16
mps-uncap,0.8,48.35617542266846,14.245748519897461,5.939722061157227
mps-uncap,0.9,71.77352905273438,22.434592247009277,12.20250129699707
mps-uncap,1.0,135.4222297668457,79.07223701477051,26.90565586090088
mps-uncap,0.5,26.071667671203613,11.375665664672852,2.9821395874023438
mps-uncap,0.6,28.441905975341797,11.216163635253906,3.486037254333496
mps-uncap,0.7,32.74226188659668,11.412382125854492,4.341840744018555
mps-uncap,0.1,23.206472396850586,11.792659759521484,2.5904178619384766
mps-uncap,0.2,22.40276336669922,8.407115936279297,2.613067626953125
mps-uncap,0.3,23.190975189208984,11.791706085205078,2.6450157165527344
mps-uncap,0.4,24.688005447387695,11.663198471069336,2.759218215942383
