mode,load,0_densenet169-32,1_inception_v3-2,2_squeezenet1_1-16
mps-uncap,0.8,224.96366500854492,74.40853118896484,36.9257926940918
mps-uncap,0.9,481.12964630126953,201.09176635742188,212.34726905822754
mps-uncap,1.0,591.9857025146484,358.0057621002197,197.2982883453369
mps-uncap,0.5,81.6190242767334,36.1936092376709,18.939733505249023
mps-uncap,0.6,88.68026733398438,40.190696716308594,21.775245666503906
mps-uncap,0.7,247.4231719970703,61.38420104980469,48.4158992767334
mps-uncap,0.1,22.90034294128418,11.68680191040039,6.667852401733398
mps-uncap,0.2,42.372703552246094,26.824235916137695,9.616851806640625
mps-uncap,0.3,41.22662544250488,27.544498443603516,12.300729751586914
mps-uncap,0.4,75.53696632385254,32.21249580383301,14.342308044433594
