mode,load,0_densenet169-32,1_inception_v3-2,2_squeezenet1_1-16
mps-uncap,0.8,805.0418825263605,123.92627986685882,3111.1549181087566
mps-uncap,0.9,907.742625051453,140.38446658958088,3518.4222160129452
mps-uncap,1.0,941.7418534177208,159.7005112683989,3881.036472835346
mps-uncap,0.5,484.1144126175383,78.92711435695225,1886.3994362406906
mps-uncap,0.6,606.6218599820082,92.66913208405002,2266.5212550353053
mps-uncap,0.7,680.787063424912,106.1996364977262,2773.228695483762
mps-uncap,0.1,110.36093886207838,14.550756657991151,376.41393063360715
mps-uncap,0.2,207.71618525094846,29.9065217215317,772.4687428749611
mps-uncap,0.3,316.43311717844375,42.12597590837289,1149.6119875926888
mps-uncap,0.4,405.65508847801823,62.98137594626111,1556.8289512442755
