mode,load,0_vgg19-8,1_squeezenet1_1-8,2_squeezenet1_1-8
mps-uncap,1.0,8.9569091796875,5.621433258056641,6.262779235839844
mig,1.0,14.251947402954102,3.2663345336914062,3.2892227172851562
