mode,load,0_vgg19-8,1_squeezenet1_1-8,2_squeezenet1_1-8
mps-uncap,1.0,8.30531120300293,2.9172897338867188,3.359556198120117
mig,1.0,13.728141784667969,3.1309127807617188,3.1452178955078125
