mode,load,0_vgg19-8,1_squeezenet1_1-8,2_squeezenet1_1-8
mps-uncap,1.0,9.282875061035156,6.613731384277344,7.116532325744629
mig,1.0,14.56596851348877,3.545045852661133,3.571414947509766
