mode,load,0_vgg19-8,1_squeezenet1_1-8,2_squeezenet1_1-8
mps-uncap,1.0,0.003814697265625,0.0054836273193359375,0.000476837158203125
mig,1.0,0.000476837158203125,0.0059604644775390625,0.0054836273193359375
