mode,load,0_vgg19-8,1_squeezenet1_1-8,2_squeezenet1_1-8
mps-uncap,1.0,9.595632553100586,6.965470314025879,7.476160526275635
mig,1.0,15.341348648071289,4.096746444702148,4.188680648803709
