mode,load,0_vgg19-8,1_squeezenet1_1-8,2_squeezenet1_1-8
mps-uncap,1.0,8.957147598266602,5.621671676635742,6.2628984451293945
mig,1.0,14.252185821533203,3.266572952270508,3.2892227172851562
