mode,load,0_vgg19-8,1_squeezenet1_1-8,2_squeezenet1_1-8
mps-uncap,1.0,19.458532333374023,16.753196716308594,16.269445419311523
mig,1.0,21.921396255493164,18.094301223754883,16.879558563232422
