mode,load,0_inception_v3-32,1_inception_v3-32,2_inception_v3-32,3_inception_v3-32
mig,0.1,28.862953186035156,29.30366039276123,28.915987014770497,56.089417934417725
mig,0.2,29.203014373779297,29.275503158569336,29.25464630126953,56.006197929382324
mig,0.3,29.090068340301514,29.26148653030395,29.181842803955078,56.1287784576416
mig,0.4,29.1823148727417,29.324069023132324,29.414849281311035,56.079864501953125
mig,0.5,29.175257682800293,29.340286254882812,29.337730407714844,56.12149238586426
mig,0.6,29.21977996826172,29.363653659820557,29.394149780273438,56.246094703674316
mig,0.7,29.20965671539307,29.356260299682617,29.38835859298706,56.19484186172485
mig,0.8,29.25138235092163,29.359045028686523,29.395151138305664,56.20588302612305
mig,0.9,29.238176345825195,29.36859130859375,29.404234886169434,56.189537048339844
mig,1.0,29.212088584899902,29.33729887008667,29.388458728790283,56.15565299987793
