mode,load,0_inception_v3-32,1_inception_v3-32,2_inception_v3-32,3_inception_v3-32
mig,0.1,0.06222724914550781,0.06318092346191406,0.05173683166503906,0.06341934204101562
mig,0.2,0.05984306335449219,0.06008148193359375,0.05054473876953125,0.06508827209472656
mig,0.3,0.059485435485839844,0.06079673767089844,0.06031990051269531,0.06604194641113281
mig,0.4,0.0629425048828125,0.06222724914550781,0.06437301635742188,0.06389617919921875
mig,0.5,0.06842613220214844,0.06580352783203125,2.7246475219726562,0.07152557373046875
mig,0.6,9.36269760131836,9.045958518981934,13.698816299438477,22.677898406982422
mig,0.7,20.46990394592285,21.551847457885742,21.969318389892578,33.37264060974121
mig,0.8,40.92681407928467,40.11499881744385,33.86521339416504,52.7801513671875
mig,0.9,60.90855598449707,125.55956840515137,63.59553337097168,221.7392921447754
mig,1.0,397.2139358520508,624.7495412826538,729.802131652832,1128.6911964416504
