mode,load,0_inception_v3-32,1_inception_v3-32,2_inception_v3-32,3_inception_v3-32
mig,0.1,62.31212615966797,74.59354400634766,57.55209922790527,103.1653881072998
mig,0.2,92.95463562011719,110.72826385498047,65.78755378723145,176.5451431274414
mig,0.3,128.07631492614746,83.15062522888184,105.81398010253906,184.28373336791992
mig,0.4,119.13180351257324,123.32415580749512,110.35394668579102,268.568754196167
mig,0.5,170.03607749938965,134.10687446594238,152.4500846862793,323.70519638061523
mig,0.6,199.48959350585938,154.17838096618652,274.87826347351074,286.8173122406006
mig,0.7,236.84239387512207,304.4273853302002,318.67480278015137,457.0910930633545
mig,0.8,542.7777767181396,398.3938694000244,337.6808166503906,484.20214653015137
mig,0.9,413.409948348999,871.528148651123,598.2964038848877,1571.1281299591064
mig,1.0,1349.8337268829346,1565.5546188354492,1680.743932723999,2371.209144592285
