mode,load,0_inception_v3-32,1_inception_v3-32,2_inception_v3-32,3_inception_v3-32
mig,0.1,27.564418315887455,25.815081596374494,25.81033706665036,46.389639377593994
mig,0.2,38.2215690612793,47.34590053558314,30.080738067626914,68.15725803375244
mig,0.3,71.92569255828857,45.31950473785399,54.77721929550172,85.90665817260741
mig,0.4,69.50998306274414,77.07684516906744,54.72393512725832,128.86977195739746
mig,0.5,109.39636230468746,74.23067092895506,85.00624656677253,193.5783576965333
mig,0.6,122.01639175415038,96.96828842163069,203.45674037933344,217.158389091492
mig,0.7,163.76925468444827,196.13601207733126,196.64947986602783,310.58962345123274
mig,0.8,410.73362112045294,322.8810691833496,242.3570919036865,363.81643533706614
mig,0.9,307.7754020690912,755.3073883056641,486.57119274139404,1397.0983028411865
mig,1.0,1263.3851385116577,1466.4312481880188,1575.708382129669,2242.854499816895
