mode,load,0_inception_v3-32,1_inception_v3-32,2_inception_v3-32,3_inception_v3-32
mig,0.1,28.93507480621338,35.60380935668946,28.935670852661133,55.94234466552734
mig,0.2,40.341806411743164,45.19670009613038,40.713071823120124,88.16046714782718
mig,0.3,48.92599582672122,52.521610260009766,51.696944236755364,99.22795295715333
mig,0.4,63.21871280670166,61.76018714904785,55.81965446472168,111.72914505004883
mig,0.5,75.42872428894043,66.08443260192871,75.40225982666017,137.66307830810544
mig,0.6,82.16032981872556,80.02676963806154,106.77652359008806,168.9976215362549
mig,0.7,109.68613624572757,132.6584339141846,125.33657550811763,199.1969347000122
mig,0.8,237.10088729858398,203.4001111984253,151.4366626739502,233.3163976669311
mig,0.9,195.80698013305664,514.1646862030029,321.81406021118164,951.5672922134399
mig,1.0,825.4223346710207,1234.143614768982,1346.7089891433714,2038.0350589752197
