mode,load,0_vgg16-32,1_densenet201-2,2_efficientnet_b6-16
mps-uncap,1.0,1334.0807773589286,18.96221515680466,138.60840556604688
mig,1.0,762.6411269450846,97.22612387709353,225.86716681100847
