mode,load,0_resnet34-2,1_resnet34-2,2_resnet34-2,3_resnet34-2
mig,0.1,4.626870155334473,4.778385162353516,4.659175872802734,5.732297897338867
mig,0.2,5.00035285949707,4.887580871582031,4.731893539428711,5.631566047668457
mig,0.3,5.086660385131836,5.022764205932617,4.717350006103516,5.74493408203125
mig,0.4,4.6367645263671875,4.660248756408691,4.508614540100098,5.829334259033203
mig,0.5,4.230499267578125,4.371166229248047,4.220485687255859,5.996108055114746
mig,0.6,4.201054573059082,4.332780838012695,4.340887069702148,7.685184478759766
mig,0.7,5.1811933517456055,5.073189735412598,5.167961120605469,9.205102920532227
mig,0.8,6.659865379333496,6.16002082824707,6.126880645751953,12.154340744018555
mig,0.9,12.841582298278809,9.677886962890625,12.76850700378418,19.831299781799316
mig,1.0,93.23179721832275,54.08120155334473,47.31106758117676,169.1129207611084
