mode,load,0_resnet34-2,1_resnet34-2,2_resnet34-2,3_resnet34-2
mig,0.1,1.1755943298339846,1.7474889755249112,1.719331741333011,0.48460960388183616
mig,0.2,4.077816009521486,3.96864414215088,3.1371593475341784,2.944660186767581
mig,0.3,5.3113937377929705,4.913473129272462,4.511117935180664,4.812932014465334
mig,0.4,5.585908889770509,5.515933036804199,4.846525192260743,5.665159225463867
mig,0.5,5.358505249023442,5.653142929077148,5.552959442138676,7.7797651290893555
mig,0.6,6.146264076232912,6.344509124755861,6.393575668334961,12.346744537353516
mig,0.7,9.305071830749508,8.19084644317627,9.495377540588379,16.74613952636719
mig,0.8,14.591240882873537,12.588262557983398,12.21466064453125,27.945089340209968
mig,0.9,37.454795837402344,23.8311767578125,33.64894390106202,53.025007247924805
mig,1.0,267.14444160461426,126.36885643005374,134.39650535583493,266.0057544708252
