mode,load,0_resnet34-2,1_resnet34-2,2_resnet34-2,3_resnet34-2
mig,0.1,62.515947124736684,63.65416579112639,64.2235293027313,36.255902684891396
mig,0.2,125.98948332786121,124.99102166791069,127.2072886264035,72.33844510190512
mig,0.3,195.83427471060494,192.1095886593022,195.8545702587361,107.72294926459804
mig,0.4,262.1960566271023,250.72302836733473,253.08225604375403,139.70345734048388
mig,0.5,319.03144080479956,309.4015119278627,313.89954873454013,177.7053089178504
mig,0.6,383.30734739007244,373.414694945303,387.0797745900292,218.1946611945402
mig,0.7,448.08132330962616,444.19269228366477,452.9939876030646,255.4568035050891
mig,0.8,518.1628710625399,499.65601709760523,509.44207358842397,293.4733321473424
mig,0.9,586.4376542274686,560.2683409350409,580.0684665735814,326.0194549812696
mig,1.0,646.021222009439,630.2832753109114,634.3260587289465,366.9624233192881
