mode,load,0_alexnet-8,1_efficientnet_b6-32,2_squeezenet1_1-4
mps-uncap,0.8,23.692286014556892,338.36345672607393,46.98325634002687
mps-uncap,0.9,36.336584091186495,622.9736924171435,112.02611923217766
mps-uncap,1.0,111.7460489273071,1860.9719085693357,2945.454635620117
mps-uncap,0.5,11.004171371459957,171.46091461181624,15.413784980773913
mps-uncap,0.6,12.607393264770508,186.42365455627427,20.076661109924338
mps-uncap,0.7,15.240540504455565,190.31480550765994,23.894562721252424
mps-uncap,0.1,3.9155006408691406,65.90704917907715,7.751893997192384
mps-uncap,0.2,6.090483665466329,72.75917530059814,8.90906333923339
mps-uncap,0.3,7.211532592773427,96.42308473587043,10.895767211914066
mps-uncap,0.4,8.583831787109371,107.95541524887085,14.493367671966555
