mode,load,0_alexnet-8,1_efficientnet_b6-32,2_squeezenet1_1-4
mps-uncap,0.8,1.0046958923339844,38.42592239379883,0.9915828704833984
mps-uncap,0.9,0.9851455688476562,39.279937744140625,0.988006591796875
mps-uncap,1.0,1.0080337524414062,40.56239128112793,0.9970664978027344
mps-uncap,0.5,0.99945068359375,36.65447235107422,0.9930133819580078
mps-uncap,0.6,0.980377197265625,37.160396575927734,0.9925365447998047
mps-uncap,0.7,0.980377197265625,37.88280487060547,1.003265380859375
mps-uncap,0.1,1.0116100311279297,35.71939468383789,1.0290145874023438
mps-uncap,0.2,0.9791851043701172,35.75301170349121,1.0151863098144531
mps-uncap,0.3,0.9834766387939453,36.055803298950195,1.0001659393310547
mps-uncap,0.4,0.9782314300537109,35.86769104003906,1.0287761688232422
