mode,load,0_alexnet-8,1_efficientnet_b6-32,2_squeezenet1_1-4
mps-uncap,0.8,12.959122657775877,189.59927558898926,22.443461418151863
mps-uncap,0.9,18.136215209960938,400.9658098220825,55.25016784667969
mps-uncap,1.0,46.845507621765144,1579.6768188476562,2705.12094497681
mps-uncap,0.5,5.175018310546875,82.7174186706543,8.302688598632812
mps-uncap,0.6,6.634807586669922,105.90245723724365,11.400842666625978
mps-uncap,0.7,8.368921279907227,117.12296009063722,14.667177200317381
mps-uncap,0.1,1.6438961029052734,37.699341773986816,3.1429529190063477
mps-uncap,0.2,2.5581836700439453,45.482301712036154,4.5740604400634775
mps-uncap,0.3,3.423452377319335,57.53159523010254,6.0690164566040075
mps-uncap,0.4,3.984212875366211,73.39611053466797,7.6685667037963885
