mode,load,0_alexnet-8,1_efficientnet_b6-32,2_squeezenet1_1-4
mps-uncap,0.8,36.17405891418457,447.939395904541,72.91340827941895
mps-uncap,0.9,58.396339416503906,712.660551071167,139.5890712738037
mps-uncap,1.0,140.70463180541992,1964.247703552246,2978.7724018096924
mps-uncap,0.5,17.3797607421875,197.9813575744629,23.834705352783203
mps-uncap,0.6,20.956754684448242,274.89757537841797,31.575679779052734
mps-uncap,0.7,25.828123092651367,246.13285064697266,37.628889083862305
mps-uncap,0.1,7.429599761962891,69.07391548156738,11.252403259277344
mps-uncap,0.2,11.685848236083984,85.87431907653809,15.143632888793945
mps-uncap,0.3,11.43026351928711,134.45234298706055,19.644737243652344
mps-uncap,0.4,18.171310424804688,129.27865982055664,21.75140380859375
