mode,load,0_alexnet-8,1_efficientnet_b6-32,2_squeezenet1_1-4
mps-uncap,0.8,5.192062854766846,47.6435661315918,10.259642601013184
mps-uncap,0.9,5.007953643798827,49.1948127746582,9.893488883972168
mps-uncap,1.0,5.096886157989502,50.123023986816406,10.090839862823485
mps-uncap,0.5,4.7968006134033185,45.22369384765624,8.433473110198971
mps-uncap,0.6,4.74684715270996,46.00171327590942,9.15463924407959
mps-uncap,0.7,4.8635864257812464,47.24628925323486,9.352369308471678
mps-uncap,0.1,3.7713527679443337,38.16812038421631,7.295489311218265
mps-uncap,0.2,4.369859695434571,40.694212913513184,8.094940185546868
mps-uncap,0.3,4.544129371643066,41.233811378479004,8.406500816345215
mps-uncap,0.4,4.558753967285152,42.83673286437988,8.792986869812013
