mode,load,0_alexnet-8,1_efficientnet_b6-32,2_squeezenet1_1-4
mps-uncap,0.8,4.20832633972168,46.61130905151367,8.170413970947267
mps-uncap,0.9,4.013204574584962,48.436641693115234,8.314013481140137
mps-uncap,1.0,4.189014434814453,49.663496017456055,8.645033836364748
mps-uncap,0.5,3.6588668823242188,42.88735389709473,6.319522857666016
mps-uncap,0.6,3.66659164428711,43.95549297332764,7.076311111450198
mps-uncap,0.7,3.8294553756713867,45.35675048828125,7.51194953918457
mps-uncap,0.1,1.5342235565185547,37.297844886779785,3.0395984649658203
mps-uncap,0.2,2.2078514099121103,38.91177177429199,3.670644760131837
mps-uncap,0.3,2.967071533203125,39.928746223449714,4.708743095397949
mps-uncap,0.4,3.2286643981933594,41.114044189453125,5.7485342025756845
