mode,load,0_alexnet-8,1_efficientnet_b6-32,2_squeezenet1_1-4
mps-uncap,0.8,6.068229675292969,47.94454574584961,11.260032653808594
mps-uncap,0.9,5.465984344482422,50.201416015625,10.873079299926758
mps-uncap,1.0,5.725622177124023,52.12855339050293,11.271953582763672
mps-uncap,0.5,5.737543106079102,46.178340911865234,9.662628173828125
mps-uncap,0.6,5.32984733581543,47.345638275146484,10.306119918823242
mps-uncap,0.7,5.513429641723633,48.26521873474121,10.576963424682617
mps-uncap,0.1,4.7435760498046875,38.25235366821289,8.439779281616211
mps-uncap,0.2,5.265712738037109,41.045188903808594,9.108543395996094
mps-uncap,0.3,5.331754684448242,42.253732681274414,9.964227676391602
mps-uncap,0.4,5.325555801391602,43.80965232849121,10.230779647827148
