mode,load,0_densenet201-32,1_efficientnet_b5-2,2_mobilenet_v2-32,3_squeezenet1_0-8
mps-uncap,1.0,0.000476837158203125,0.012159347534179688,0.000476837158203125,0.0007152557373046875
