mode,load,0_densenet161-8,1_mobilenet_v2-8,2_mobilenet_v2-8
mps-uncap,0.8,16.568422317504883,3.947734832763672,4.068136215209961
mps-uncap,0.9,17.10224151611328,4.122018814086914,4.137277603149414
mps-uncap,1.0,17.29130744934082,4.141569137573242,4.101991653442383
mps-uncap,0.5,16.611337661743164,4.04047966003418,3.987550735473633
mps-uncap,0.6,16.341447830200195,3.9947032928466797,4.0378570556640625
mps-uncap,0.7,16.28398895263672,4.014015197753906,4.029989242553711
mps-uncap,0.1,16.740798950195312,4.476785659790039,4.080772399902344
mps-uncap,0.2,16.598224639892578,4.082918167114258,4.05430793762207
mps-uncap,0.3,16.463518142700195,3.9446353912353516,3.9873123168945312
mps-uncap,0.4,16.74365997314453,3.982067108154297,4.084348678588867
