mode,load,0_densenet161-8,1_mobilenet_v2-8,2_mobilenet_v2-8
mps-uncap,0.8,21.00849151611328,4.233121871948242,4.2400360107421875
mps-uncap,0.9,19.43981647491455,4.380464553833008,4.394650459289551
mps-uncap,1.0,21.97885513305664,4.415750503540039,4.195928573608398
mps-uncap,0.5,17.60268211364746,4.2476654052734375,4.21905517578125
mps-uncap,0.6,17.71402359008789,4.195213317871094,4.195570945739746
mps-uncap,0.7,19.10090446472168,4.187822341918945,4.220485687255859
mps-uncap,0.1,20.197153091430664,8.713722229003906,8.5601806640625
mps-uncap,0.2,18.70143413543701,7.151603698730469,7.0754289627075195
mps-uncap,0.3,17.75181293487549,4.943370819091797,4.838466644287109
mps-uncap,0.4,17.825841903686523,4.33194637298584,4.359126091003418
