mode,load,0_efficientnet_b5-8,1_mobilenet_v2-2,2_mobilenet_v2-32,3_mobilenet_v2-32
mps-uncap,1.0,223.62303224151393,253.10674117339428,2692.921552370926,2692.9142527711224
