mode,load,0_efficientnet_b5-8,1_mobilenet_v2-2,2_mobilenet_v2-32,3_mobilenet_v2-32
mps-uncap,1.0,35.725951194763184,7.9860687255859375,11.611223220825195,11.635541915893555
