mode,load,0_alexnet-16,1_vgg11-32,2_vgg19-4
mps-uncap,0.8,91.01006984710699,248.95817041397095,113.00516128540039
mps-uncap,0.9,402.30682373046875,1219.517111778259,239.1637039184571
mps-uncap,1.0,4358.168811798096,6168.161852359772,1685.2983951568604
mps-uncap,0.5,18.879833221435305,55.40843009948736,34.96294736862185
mps-uncap,0.6,26.930003166198674,76.92769050598145,41.84040069580079
mps-uncap,0.7,48.6087989807129,141.21163368225106,65.05658388137812
mps-uncap,0.1,12.545585632324237,27.777547836303714,18.256664276123047
mps-uncap,0.2,11.38167142868042,31.609425544738702,15.164408683776857
mps-uncap,0.3,13.467276096343992,35.665769577026374,18.10232400894163
mps-uncap,0.4,15.503950119018558,41.85612201690676,25.373976230621327
