mode,load,0_alexnet-16,1_vgg11-32,2_vgg19-4
mps-uncap,0.8,29.256582260131836,119.60065364837646,35.75539588928223
mps-uncap,0.9,204.18362617492676,1020.0469017028809,116.05820655822754
mps-uncap,1.0,3717.3744201660156,5491.698694229126,1515.7678127288818
mps-uncap,0.5,4.539680480957033,20.049905776977543,5.0792217254638725
mps-uncap,0.6,7.748627662658695,29.25519943237305,9.955787658691404
mps-uncap,0.7,14.887619018554693,53.97520065307617,17.519140243530273
mps-uncap,0.1,0.04315376281738281,0.04925727844238282,0.04696846008300781
mps-uncap,0.2,0.055432319641113226,7.783651351928704,0.0476837158203125
mps-uncap,0.3,1.2777090072631825,9.869909286499023,0.048041343688964844
mps-uncap,0.4,2.814579010009763,12.99772262573242,2.304625511169432
