mode,load,0_alexnet-16,1_vgg11-32,2_vgg19-4
mps-uncap,0.8,156.38375282287598,285.3062152862549,137.05730438232422
mps-uncap,0.9,444.60201263427734,1319.0422058105469,321.9282627105713
mps-uncap,1.0,4451.89094543457,6258.190870285034,1708.3098888397217
mps-uncap,0.5,20.035982131958008,70.95837593078613,39.40463066101074
mps-uncap,0.6,47.023773193359375,116.45102500915527,49.570322036743164
mps-uncap,0.7,71.64192199707031,182.42669105529785,73.6546516418457
mps-uncap,0.1,11.134624481201172,18.427610397338867,4.374027252197266
mps-uncap,0.2,11.86680793762207,38.56801986694336,11.72637939453125
mps-uncap,0.3,17.452239990234375,39.078712463378906,20.781755447387695
mps-uncap,0.4,25.393962860107422,47.449350357055664,31.568288803100586
