mode,load,0_alexnet-16,1_vgg11-32,2_vgg19-4
mps-uncap,0.8,5.014538764953613,24.786710739135742,3.008604049682617
mps-uncap,0.9,63.95220756530762,663.8517379760742,37.60075569152832
mps-uncap,1.0,2161.92364692688,3136.967182159424,303.20072174072266
mps-uncap,0.5,0.026226043701171875,0.030755996704101562,0.025510787963867188
mps-uncap,0.6,0.025987625122070312,4.981756210327148,0.024080276489257812
mps-uncap,0.7,0.9187459945678711,12.39776611328125,0.024318695068359375
mps-uncap,0.1,0.03981590270996094,0.04076957702636719,0.04076957702636719
mps-uncap,0.2,0.03981590270996094,0.029087066650390625,0.04076957702636719
mps-uncap,0.3,0.027418136596679688,0.028371810913085938,0.03981590270996094
mps-uncap,0.4,0.027179718017578125,0.027894973754882812,0.028133392333984375
