mode,load,0_alexnet-16,1_vgg11-32,2_vgg19-4
mps-uncap,0.8,11.302351951599121,16.60895347595215,19.756793975830078
mps-uncap,0.9,11.88812255859375,16.364526748657227,21.915006637573242
mps-uncap,1.0,11.818361282348633,16.200661659240723,21.918773651123047
mps-uncap,0.5,8.82411003112793,15.628337860107422,14.796233177185059
mps-uncap,0.6,9.674429893493656,15.872478485107422,15.826845169067381
mps-uncap,0.7,10.523104667663574,16.23239517211914,18.11289787292481
mps-uncap,0.1,4.396915435791016,18.28770637512207,6.897926330566406
mps-uncap,0.2,5.8929681777954075,15.287232398986816,10.522389411926268
mps-uncap,0.3,7.332158088684081,15.26777744293213,11.96277141571045
mps-uncap,0.4,8.353042602539062,15.342855453491211,13.623762130737305
