mode,load,0_alexnet-16,1_vgg11-32,2_vgg19-4
mps-uncap,0.8,4.662990570068359,14.54615592956543,14.564037322998047
mps-uncap,0.9,7.42650032043457,15.250444412231445,17.884254455566406
mps-uncap,1.0,7.834672927856445,15.466094017028809,18.61405372619629
mps-uncap,0.5,2.8023719787597656,13.17906379699707,5.368828773498535
mps-uncap,0.6,3.0319690704345703,13.342857360839844,7.668972015380859
mps-uncap,0.7,3.994584083557129,13.962745666503906,11.929988861083984
mps-uncap,0.1,2.8014183044433594,13.522148132324219,3.944873809814453
mps-uncap,0.2,2.763986587524414,13.532161712646484,3.8785934448242188
mps-uncap,0.3,2.7434825897216797,12.973427772521973,3.844022750854492
mps-uncap,0.4,2.7573108673095703,13.169050216674805,4.409551620483398
