mode,load,0_alexnet-16,1_vgg11-32,2_vgg19-4
mps-uncap,0.8,1.6736984252929688,11.120796203613281,3.591299057006836
mps-uncap,0.9,1.9316673278808594,11.09933853149414,3.944873809814453
mps-uncap,1.0,1.7430782318115234,12.053251266479492,5.922555923461914
mps-uncap,0.5,1.6665458679199219,10.951042175292969,3.5724639892578125
mps-uncap,0.6,1.6682147979736328,10.991811752319336,3.5517215728759766
mps-uncap,0.7,1.6815662384033203,11.017322540283203,3.570556640625
mps-uncap,0.1,1.7294883728027344,10.951519012451172,3.607511520385742
mps-uncap,0.2,1.6863346099853516,10.918617248535156,3.565549850463867
mps-uncap,0.3,1.6751289367675781,10.848760604858398,3.542184829711914
mps-uncap,0.4,1.6589164733886719,10.934114456176758,3.539562225341797
