mode,load,0_alexnet-16,1_vgg11-32,2_vgg19-4
mps-uncap,0.8,161.73267364501953,300.7619380950928,151.3524055480957
mps-uncap,0.9,450.33717155456543,1332.7763080596924,337.3103141784668
mps-uncap,1.0,4461.872816085815,6273.797035217285,1729.1090488433838
mps-uncap,0.5,26.85546875,85.50214767456055,51.53608322143555
mps-uncap,0.6,50.86493492126465,132.4141025543213,64.61381912231445
mps-uncap,0.7,78.76968383789062,198.71950149536133,85.1750373840332
mps-uncap,0.1,19.911766052246094,35.23516654968262,24.998903274536133
mps-uncap,0.2,15.820026397705078,55.68981170654297,24.03998374938965
mps-uncap,0.3,21.05998992919922,50.40407180786133,34.52873229980469
mps-uncap,0.4,28.40733528137207,60.50229072570801,44.18158531188965
