mode,load,0_alexnet-16,1_vgg11-32,2_vgg19-4
mps-uncap,0.8,1.6536712646484375,11.049985885620117,3.565549850463867
mps-uncap,0.9,1.8935203552246094,11.076211929321289,3.9072036743164062
mps-uncap,1.0,1.728057861328125,11.735677719116211,5.903005599975586
mps-uncap,0.5,1.6412734985351562,10.926008224487305,3.5400390625
mps-uncap,0.6,1.6427040100097656,10.959625244140625,3.5262107849121094
mps-uncap,0.7,1.6644001007080078,10.976791381835938,3.5467147827148438
mps-uncap,0.1,1.6937255859375,10.91313362121582,3.5648345947265625
mps-uncap,0.2,1.6579627990722656,10.90383529663086,3.523588180541992
mps-uncap,0.3,1.6603469848632812,10.836124420166016,3.4971237182617188
mps-uncap,0.4,1.6436576843261719,10.891199111938477,3.50189208984375
