mode,load,0_alexnet-16,1_vgg11-32,2_vgg19-4
mps-uncap,0.8,36.179423332214355,134.45961475372314,51.851511001586914
mps-uncap,0.9,211.67492866516113,1036.300563812256,134.0188026428223
mps-uncap,1.0,3724.859714508056,5507.311463356018,1536.6692543029785
mps-uncap,0.5,10.924172401428223,32.9732894897461,16.732668876647956
mps-uncap,0.6,13.519692420959476,42.6360607147217,22.637605667114254
mps-uncap,0.7,21.639513969421397,68.27759742736819,33.17139148712159
mps-uncap,0.1,4.815340042114258,18.64700317382813,7.065057754516602
mps-uncap,0.2,6.71114921569824,21.54421806335449,10.705351829528809
mps-uncap,0.3,8.082008361816406,22.79062271118166,12.573957443237305
mps-uncap,0.4,9.738683700561523,26.465749740600586,14.259004592895508
