mode,load,0_alexnet-16,1_vgg11-32,2_vgg19-4
mps-uncap,0.8,0.009298324584960938,0.010967254638671875,0.011205673217773438
mps-uncap,0.9,0.009298324584960938,0.013828277587890625,0.010728836059570312
mps-uncap,1.0,0.012159347534179688,0.011920928955078125,0.011444091796875
mps-uncap,0.5,0.0095367431640625,0.009298324584960938,0.010967254638671875
mps-uncap,0.6,0.009298324584960938,0.011205673217773438,0.011205673217773438
mps-uncap,0.7,0.009059906005859375,0.010967254638671875,0.011444091796875
mps-uncap,0.1,0.014781951904296875,0.01430511474609375,0.017881393432617188
mps-uncap,0.2,0.011682510375976562,0.011205673217773438,0.015020370483398438
mps-uncap,0.3,0.011920928955078125,0.011444091796875,0.013828277587890625
mps-uncap,0.4,0.011205673217773438,0.010967254638671875,0.011444091796875
