mode,load,0_resnet34-32,1_resnet34-32,2_squeezenet1_0-16
mps-uncap,0.8,6.191730499267578,6.183862686157227,2.969980239868164
mps-uncap,0.9,6.170749664306641,6.183624267578125,2.9544830322265625
mps-uncap,1.0,6.229162216186523,6.215572357177734,2.9647350311279297
mps-uncap,0.5,6.1779022216796875,6.180286407470703,2.9625892639160156
mps-uncap,0.6,6.177663803100586,6.205558776855469,2.9587745666503906
mps-uncap,0.7,6.172657012939453,6.188631057739258,2.9463768005371094
mps-uncap,0.1,6.182670593261719,6.165266036987305,2.9582977294921875
mps-uncap,0.2,6.189107894897461,6.203413009643555,2.9616355895996094
mps-uncap,0.3,6.196260452270508,6.174564361572266,2.9518604278564453
mps-uncap,0.4,6.192684173583984,6.187677383422852,2.951383590698242
