mode,load,0_resnet34-32,1_resnet34-32,2_squeezenet1_0-16
mps-uncap,0.8,1579.1359211066226,1601.5112973648233,1586.859777846308
mps-uncap,0.9,1821.8139568839406,1797.0192636340012,1812.0370004786894
mps-uncap,1.0,1995.6543267145746,2048.0520085008675,1973.4335265253046
mps-uncap,0.5,1028.328427603184,1037.8317952161008,987.0066058055968
mps-uncap,0.6,1218.26901295261,1207.2914056749357,1213.2530008919148
mps-uncap,0.7,1348.7878102976224,1428.5508082979875,1360.3557710073487
mps-uncap,0.1,189.67643342508003,185.57446111265946,208.08561371800198
mps-uncap,0.2,419.631900431283,417.01644006477767,395.32107342423524
mps-uncap,0.3,580.3628478966903,593.9362552092717,617.587756283279
mps-uncap,0.4,804.0323254435369,809.5440819293227,777.0922995318449
