mode,load,0_resnet34-32,1_resnet34-32,2_squeezenet1_0-16
mps-uncap,0.8,1.0347366333007812,0.060558319091796875,0.4582405090332031
mps-uncap,0.9,11.037349700927734,9.082555770874023,3.846406936645508
mps-uncap,1.0,51.46026611328125,68.67551803588867,30.475258827209473
mps-uncap,0.5,0.04863739013671875,0.050067901611328125,0.04482269287109375
mps-uncap,0.6,0.046253204345703125,0.04863739013671875,0.04482269287109375
mps-uncap,0.7,0.049114227294921875,0.04601478576660156,0.045299530029296875
mps-uncap,0.1,0.05888938903808594,0.05984306335449219,0.05459785461425781
mps-uncap,0.2,0.056743621826171875,0.05602836608886719,0.049114227294921875
mps-uncap,0.3,0.051975250244140625,0.053882598876953125,0.04696846008300781
mps-uncap,0.4,0.05245208740234375,0.05364418029785156,0.048160552978515625
