mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-8,2_resnet18-32,3_squeezenet1_1-2
mps-uncap,1.0,9.19795036315918,4.9533843994140625,6.3610076904296875,1.7399787902832031
