mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-8,2_resnet18-32,3_squeezenet1_1-2
mps-uncap,1.0,2711.2779953043364,738.5811529457915,3361.4111530118953,392.51075975944053
