mode,load,0_efficientnet_b7-4,1_mobilenet_v2-32,2_mobilenet_v2-32,3_resnet101-2
mps-uncap,1.0,0.003337860107421875,0.0007152557373046875,0.000476837158203125,0.000476837158203125
