mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-32,2_resnet50-32,3_resnet50-4
mps-uncap,1.0,0.0007152557373046875,0.0095367431640625,0.000476837158203125,0.0007152557373046875
