mode,load,0_inception_v3-2,1_resnet152-2,2_vgg13-8
mps-uncap,0.8,146.68846130371094,224.7598171234131,161.16595268249512
mps-uncap,0.9,194.78535652160645,2270.6844806671143,993.3176040649414
mps-uncap,1.0,3441.6913986206055,682.3182106018066,6360.052585601807
mps-uncap,0.5,49.83973503112793,44.152259826660156,35.806894302368164
mps-uncap,0.6,54.41427230834961,68.91512870788574,62.53457069396973
mps-uncap,0.7,101.24993324279785,150.15816688537598,90.79623222351074
mps-uncap,0.1,22.89557456970215,22.954225540161133,12.036323547363281
mps-uncap,0.2,33.02264213562012,37.25719451904297,14.760732650756836
mps-uncap,0.3,34.876108169555664,41.98455810546875,20.45154571533203
mps-uncap,0.4,34.2555046081543,45.85862159729004,21.10600471496582
