mode,load,0_inception_v3-2,1_resnet152-2,2_vgg13-8
mps-uncap,0.8,19.09322738647461,25.089597702026367,6.058073043823242
mps-uncap,0.9,17.355918884277344,29.992341995239258,6.051540374755859
mps-uncap,1.0,19.997787475585938,25.60138702392578,6.090259552001953
mps-uncap,0.5,17.02272891998291,21.785330772399902,6.195616722106934
mps-uncap,0.6,17.472028732299805,22.93539047241211,6.076765060424806
mps-uncap,0.7,15.876483917236328,28.07435989379883,6.154775619506836
mps-uncap,0.1,20.360279083251953,30.674457550048828,7.674598693847656
mps-uncap,0.2,19.90196704864502,24.97410774230957,6.174302101135254
mps-uncap,0.3,18.211889266967777,23.884177207946777,6.04400634765625
mps-uncap,0.4,15.908145904541017,23.173809051513672,5.9566736221313485
