mode,load,0_inception_v3-2,1_resnet152-2,2_vgg13-8
mps-uncap,0.8,29.96087074279785,29.871225357055664,19.28544044494629
mps-uncap,0.9,24.247169494628906,39.1387939453125,17.200469970703125
mps-uncap,1.0,29.97612953186035,35.51912307739258,17.763853073120117
mps-uncap,0.5,22.552490234375,26.444435119628906,15.613794326782227
mps-uncap,0.6,21.223068237304688,28.85580062866211,8.339405059814453
mps-uncap,0.7,18.996238708496094,40.08603096008301,19.94609832763672
mps-uncap,0.1,28.115272521972656,36.35454177856445,9.103536605834961
mps-uncap,0.2,23.638010025024414,31.82697296142578,16.491413116455078
mps-uncap,0.3,21.724700927734375,30.77983856201172,8.083820343017578
mps-uncap,0.4,20.032405853271484,28.908491134643555,17.897367477416992
