mode,load,0_resnet34-16,1_vgg16-2,2_vgg16-8
mps-uncap,0.8,15.330481529235842,9.798169136047363,20.54550647735598
mps-uncap,0.9,80.66604137420656,48.842668533325295,60.38308143615723
mps-uncap,1.0,479.8820495605469,88.73131275177008,244.12760734558105
mps-uncap,0.5,4.143714904785156,2.0899057388305677,5.391883850097656
mps-uncap,0.6,6.296515464782715,3.8651943206787123,7.7134609222412145
mps-uncap,0.7,10.429143905639648,6.1321258544921875,11.69457435607911
mps-uncap,0.1,0.06723403930664062,0.06585121154785158,0.06961822509765625
mps-uncap,0.2,0.0667572021484375,0.06411075592041018,1.943588256835941
mps-uncap,0.3,0.06682872772216798,0.0693559646606445,3.167963027954102
mps-uncap,0.4,1.4032840728759786,1.0897159576416016,4.742860794067383
