mode,load,0_resnet34-16,1_vgg16-2,2_vgg16-8
mps-uncap,0.8,19.13619041442871,8.912086486816406,10.752439498901367
mps-uncap,0.9,19.52528953552246,10.103940963745117,9.125709533691406
mps-uncap,1.0,19.365549087524414,9.917020797729492,10.041236877441406
mps-uncap,0.5,16.258716583251953,8.037328720092773,8.436441421508789
mps-uncap,0.6,17.737150192260742,8.629322052001953,9.04393196105957
mps-uncap,0.7,18.20850372314453,8.572816848754883,8.954763412475586
mps-uncap,0.1,11.831283569335938,7.759332656860352,7.7533721923828125
mps-uncap,0.2,13.702630996704102,7.999420166015625,8.166790008544922
mps-uncap,0.3,14.485359191894531,8.754491806030273,8.929014205932617
mps-uncap,0.4,14.972686767578125,8.85462760925293,8.13436508178711
